Meeting,Race Number,Distance,Tab No,Horse,Horseid,Weight,Barrier,Jockey,Jockeyid,Trainer,Trackcondition,Class Change,Hist Run Style,Settling Pos,Neural,age restrictions,Race Cl,Limitweight,sex restrictions,Weighttype,Age,Rno,Sex,Margin,LSFinPos,LSSP,Pricebf,MarketRank,Starters
Chinchilla,5,1400.0,9,Piccolo Nikki,967992.0,55.0,7.0,Adam Sewell,15284,J M Halpin,Soft,-5.8,bm,8.0,8.0,,Class B,55.0,,Handicap,5.0,10.0,Mare,12.5,7.0,151.0,,,8
Cooktown,1,1000.0,1,Aglot,966590.0,60.5,3.0,L Morrison,12324,Sharlee D'Avila,Good,0.3,op,3.0,1.0,2yo+,Maiden,0.0,,Set Weight,4.0,12.0,Gelding,0.1,2.0,4.2,,,5
Cooktown,1,1000.0,2,Ishotthedeputy,992180.0,59.0,4.0,Scott Sheargold,13305,R C Ludwig,Good,-5.2,l,1.0,3.0,2yo+,Maiden,0.0,,Set Weight,3.0,1.0,Gelding,5.3,6.0,31.0,,,5
Cooktown,1,1000.0,3,Keep On Running,978183.0,59.0,1.0,Morgan Butler,10863,Terry McGovern,Good,0.0,no data,99.0,5.0,,Maiden,,,,,,,,,,,,5
Cooktown,1,1000.0,5,Madonnacantsing,982682.0,58.5,2.0,Ms A Thomson,11384,David Reynolds,Good,-0.8,op,2.0,4.0,2yo+,Maiden,0.0,,Set Weight,5.0,6.0,Mare,6.0,8.0,101.0,,,5
Cooktown,1,1000.0,6,Rothgurl,944519.0,54.5,5.0,Lauren Guernier,17138,F J Wieland,Good,0.3,op/mf,4.0,2.0,2yo+,Maiden,0.0,,Set Weight,5.0,20.0,Mare,6.5,10.0,11.0,,,5
Cooktown,2,1000.0,1,Bean Warrior,942508.0,61.5,6.0,Jenna Edwards,16225,R J Miller,Good,3.9,l,1.0,1.0,,Benchmark 55,56.5,,Handicap,5.0,23.0,Gelding,0.2,1.0,8.0,,,10
Cooktown,2,1000.0,2,Racatoon,938392.0,61.5,9.0,Scott Sheargold,13305,Athol Ryan,Good,7.7,op,3.0,3.0,,Benchmark 55,56.5,,Handicap,5.0,15.0,Gelding,4.6,5.0,8.0,,,10
Cooktown,2,1000.0,3,Joint Forces,936214.0,57.0,1.0,Lauren Guernier,17138,F J Wieland,Good,6.2,op/mf,7.0,4.0,,Benchmark 55,56.5,,Handicap,5.0,4.0,Gelding,10.6,9.0,4.6,,,10
Cooktown,2,1000.0,4,Prophetess,940300.0,60.5,3.0,L Morrison,12324,A R Bailey,Good,3.9,op,5.0,2.0,,Benchmark 55,56.5,,Handicap,5.0,20.0,Mare,2.0,5.0,2.0,,,10
Cooktown,2,1000.0,5,Hyderabad,946627.0,60.0,8.0,Morgan Butler,10863,Terry McGovern,Good,6.7,mf,9.0,10.0,,Benchmark 55,56.5,,Handicap,5.0,15.0,Gelding,4.0,10.0,81.0,,,10
Cooktown,2,1000.0,6,Solomon,898251.0,60.0,2.0,Nor Bin Yadi,14878,Bruce Hunter,Good,3.9,op/mf,8.0,6.0,,Benchmark 55,56.5,,Handicap,8.0,73.0,Gelding,4.9,10.0,4.0,,,10
Cooktown,2,1000.0,7,October Storm,885296.0,58.5,7.0,Ms G Mc Donnell,16154,Ms J Ryan,Good,5.7,mf/bm,10.0,9.0,,Benchmark 55,56.5,,Handicap,9.0,54.0,Gelding,5.0,7.0,17.0,,,10
Cooktown,2,1000.0,8,Civitas,934234.0,56.5,5.0,Ms A Thomson,11384,David Reynolds,Good,7.5,op/mf,6.0,7.0,,Benchmark 55,56.5,,Handicap,6.0,14.0,Mare,3.5,6.0,7.0,,,10
Cooktown,2,1000.0,9,Simply Beans,963843.0,56.5,4.0,,0,F J Wieland,Good,3.9,op,2.0,5.0,,Benchmark 55,56.5,,Handicap,4.0,19.0,Mare,2.8,7.0,21.0,,,10
Cooktown,2,1000.0,10,Sir Roland,861370.0,55.0,10.0,Jade Doolan,16881,J J Ball,Good,7.5,op,4.0,8.0,,Benchmark 55,56.5,,Handicap,9.0,64.0,Gelding,7.2,10.0,16.0,,,10
Cooktown,3,1000.0,1,Tiger Legend,943430.0,62.0,3.0,Scott Sheargold,13305,J H Manzelmann,Good,0.6,op/mf,4.0,5.0,,Open,56.0,,Handicap,5.0,13.0,Gelding,1.2,4.0,4.0,,,5
Cooktown,3,1000.0,2,Phantom Spirit,932397.0,59.5,4.0,L Morrison,12324,Sharlee D'Avila,Good,2.6,l,1.0,3.0,,Open,56.0,,Handicap,6.0,31.0,Gelding,0.5,1.0,1.85,,,5
Cooktown,3,1000.0,3,Gossip Torque,954191.0,56.0,2.0,Jade Doolan,16881,J H Manzelmann,Good,-5.3,op,3.0,1.0,,Open,56.0,,Handicap,4.0,14.0,Mare,0.1,2.0,2.6,,,5
Cooktown,3,1000.0,4,Tempo,906642.0,56.0,1.0,Morgan Butler,10863,Terry McGovern,Good,-0.2,op,2.0,4.0,,Open,56.0,,Handicap,7.0,66.0,Gelding,1.2,3.0,10.0,,,5
Cooktown,3,1000.0,5,My Best Effort,922838.0,56.0,5.0,Ms A Thomson,11384,David Reynolds,Good,-0.2,mf,5.0,2.0,,Open,56.0,,Handicap,6.0,51.0,Mare,2.5,8.0,31.0,,,5
Cooktown,4,1290.0,1,Codys Boy,959750.0,61.5,7.0,Lauren Guernier,17138,F J Wieland,Good,-3.4,op/mf,2.0,1.0,,Benchmark 45,56.5,,Handicap,4.0,18.0,Gelding,3.1,8.0,10.0,,,9
Cooktown,4,1290.0,2,Red Lantern,967313.0,64.0,9.0,Scott Sheargold,13305,R C Ludwig,Good,-3.4,mf/bm,5.0,2.0,,Benchmark 45,56.5,,Handicap,5.0,16.0,Gelding,2.8,6.0,8.0,,,9
Cooktown,4,1290.0,3,Rompa,995946.0,63.5,2.0,Morgan Butler,10863,Terry McGovern,Good,0.0,no data,99.0,9.0,,Benchmark 45,,,,,,,,,,,,9
Cooktown,4,1290.0,4,Koheeto,937114.0,60.0,8.0,Jenna Edwards,16225,Scott Cooper,Good,0.5,l,1.0,4.0,,Benchmark 45,56.5,,Handicap,5.0,32.0,Gelding,4.7,6.0,17.0,,,9
Cooktown,4,1290.0,5,Oldtimerocknroll,956759.0,62.0,3.0,Nor Bin Yadi,14878,Athol Ryan,Good,0.3,bm,7.0,8.0,,Benchmark 45,56.5,,Handicap,4.0,12.0,Mare,11.2,7.0,8.0,,,9
Cooktown,4,1290.0,6,Kingmate,951139.0,60.0,5.0,Jade Doolan,16881,J H Manzelmann,Good,-10.6,mf/bm,3.0,3.0,,Benchmark 45,56.5,,Handicap,4.0,31.0,Gelding,6.0,4.0,5.0,,,9
Cooktown,4,1290.0,7,Risk In Rome,940112.0,61.0,4.0,L Morrison,12324,A R Bailey,Good,0.3,mf/bm,4.0,6.0,,Benchmark 45,56.5,,Handicap,5.0,24.0,Gelding,3.5,2.0,4.0,,,9
Cooktown,4,1290.0,8,Zakheera,917103.0,61.0,1.0,Ms A Thomson,11384,David Reynolds,Good,4.1,bm,8.0,5.0,,Benchmark 45,56.5,,Handicap,6.0,40.0,Mare,3.5,3.0,10.0,,,9
Cooktown,4,1290.0,10,Great Survey,975048.0,56.5,6.0,Ms G Mc Donnell,16154,Allan Holmes,Good,0.3,bm,6.0,7.0,,Benchmark 45,56.5,,Handicap,5.0,12.0,Gelding,3.4,5.0,51.0,,,9
Cooktown,5,1290.0,1,Barmera,940873.0,59.5,4.0,Jenna Edwards,16225,Ms J Ryan,Good,5.3,op,1.0,3.0,,Benchmark 60,56.0,,Handicap,5.0,13.0,Gelding,2.2,6.0,11.0,,,5
Cooktown,5,1290.0,2,Boomed,936195.0,61.5,5.0,L Morrison,12324,O Chillemi,Good,2.9,bm,5.0,2.0,,Benchmark 60,56.0,,Handicap,5.0,32.0,Gelding,0.2,1.0,2.6,,,5
Cooktown,5,1290.0,3,Heiswoody,942525.0,61.0,2.0,Morgan Butler,10863,Terry McGovern,Good,9.9,mf,2.0,5.0,,Benchmark 60,56.0,,Handicap,6.0,16.0,Gelding,1.3,3.0,6.0,,,5
Cooktown,5,1290.0,4,Night Guy,914688.0,60.5,3.0,Ms A Thomson,11384,David Reynolds,Good,4.6,mf,3.0,1.0,,Benchmark 60,56.0,,Handicap,7.0,45.0,Gelding,9.6,7.0,61.0,,,5
Cooktown,5,1290.0,5,Dawn Rebel,950437.0,54.5,1.0,Jade Doolan,16881,J H Manzelmann,Good,9.4,mf,4.0,4.0,,Benchmark 60,56.0,,Handicap,5.0,19.0,Mare,2.0,2.0,6.0,,,5
Cooktown,6,1400.0,1,Kopangi,951074.0,62.0,1.0,Morgan Butler,10863,O Chillemi,Good,-16.0,mf/bm,5.0,4.0,,Class 4,56.0,,Handicap,5.0,21.0,Gelding,3.1,10.0,41.0,,,5
Cooktown,6,1400.0,2,Vitesse Francais,946160.0,60.5,2.0,Jade Doolan,16881,J H Manzelmann,Good,-5.6,mf,3.0,2.0,,Class 4,56.0,,Handicap,6.0,22.0,Gelding,6.0,6.0,3.6,,,5
